sample_id,question,experiment,chunking_time_s,num_chunks,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k,ndcg@1,recall@1,precision@1,f1@1,mrr@1,map@1,ndcg@3,recall@3,precision@3,f1@3,mrr@3,map@3,ndcg@5,recall@5,precision@5,f1@5,mrr@5,map@5,ndcg@10,recall@10,precision@10,f1@10,mrr@10,map@10,ndcg@20,recall@20,precision@20,f1@20,mrr@20,map@20
4987105805278487511,Bones who is the father of angela's baby?,recursive_512_64,0,419888,1.0,1.0,0.46927872602275644,0.05,0.3333333333333333,0.08695652173913045,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.46927872602275644,0.3333333333333333,0.2,0.25,1.0,1.0,0.46927872602275644,0.3333333333333333,0.1,0.15384615384615383,1.0,1.0,0.46927872602275644,0.3333333333333333,0.05,0.08695652173913045,1.0,1.0
-6593534685836250520,When did health care workers first use chlorine solution to decontaminate hands?,recursive_512_64,0,419888,0.09090909090909091,0.10101010101010101,0.3153733984504394,0.1,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3153733984504394,1.0,0.1,0.18181818181818182,0.09090909090909091,0.10101010101010101
163584850516751107,Who sings you put the lime in the coconut?,recursive_512_64,0,419888,1.0,1.0,1.5706417189553201,0.2,2.0,0.36363636363636365,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.3065735963827294,1.5,1.0,1.2,1.0,1.0,1.5706417189553201,2.0,0.8,1.142857142857143,1.0,1.0,1.5706417189553201,2.0,0.4,0.6666666666666667,1.0,1.0,1.5706417189553201,2.0,0.2,0.36363636363636365,1.0,1.0
357726708731665296,Who sings you say it best when you say nothing at all?,recursive_512_64,0,419888,1.0,0.9282627865961199,0.8619397744754621,0.45,0.8181818181818182,0.5806451612903226,1.0,0.09090909090909091,1.0,0.16666666666666669,1.0,1.0,1.0,0.2727272727272727,1.0,0.42857142857142855,1.0,1.0,0.8687949224876582,0.36363636363636365,0.8,0.5000000000000001,1.0,1.0,0.914856882358379,0.8181818181818182,0.9,0.8571428571428572,1.0,0.9282627865961199,0.8619397744754621,0.8181818181818182,0.45,0.5806451612903226,1.0,0.9282627865961199
-4822789605010746268,In 1911 congress decided to fix the size of the house at?,recursive_512_64,0,419888,1.0,0.6375850340136054,1.8283761271222918,0.35,3.5,0.6363636363636362,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6131471927654584,0.5,0.3333333333333333,0.4,1.0,1.0,0.8503449055347546,1.0,0.4,0.5714285714285715,1.0,0.7,1.8283761271222918,3.5,0.7,1.1666666666666665,1.0,0.6375850340136054,1.8283761271222918,3.5,0.35,0.6363636363636362,1.0,0.6375850340136054
-4900709700910146568,Who has won the last 10 world series?,recursive_512_64,0,419888,0.16666666666666666,0.5618645587298838,0.8034592205757546,0.75,1.25,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3510684246681534,0.4166666666666667,0.5,0.45454545454545453,0.16666666666666666,0.3543650793650793,0.8034592205757546,1.25,0.75,0.9375,0.16666666666666666,0.5618645587298838
-1014810535517666778,When did conflict start in israel and palestine?,recursive_512_64,0,419888,1.0,0.7232288078401522,2.339543464673306,0.7,4.666666666666667,1.217391304347826,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.7653606369886217,0.6666666666666666,0.4,0.5,1.0,1.0,1.513907235737619,2.3333333333333335,0.7,1.0769230769230769,1.0,0.7232993197278912,2.339543464673306,4.666666666666667,0.7,1.217391304347826,1.0,0.7232288078401522
1237920926774398276,When's the next time easter falls on april fools day?,recursive_512_64,0,419888,0.1111111111111111,0.33712814962814963,2.1525340240255537,0.4,8.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5900948219818691,2.0,0.2,0.36363636363636365,0.1111111111111111,0.15555555555555556,2.1525340240255537,8.0,0.4,0.7619047619047619,0.1111111111111111,0.33712814962814963
2269457951575222809,What movie was welcome home by radical face in?,recursive_512_64,0,419888,1.0,1.0,0.3903800499921017,0.05,0.25,0.08333333333333334,1.0,0.25,1.0,0.4,1.0,1.0,0.46927872602275644,0.25,0.3333333333333333,0.28571428571428575,1.0,1.0,0.3903800499921017,0.25,0.2,0.22222222222222224,1.0,1.0,0.3903800499921017,0.25,0.1,0.14285714285714288,1.0,1.0,0.3903800499921017,0.25,0.05,0.08333333333333334,1.0,1.0
-6926705067608220856,What led to the end of indus valley civilization?,recursive_512_64,0,419888,0.25,0.40867922926746447,0.6166910892597252,0.35,1.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27727342735504823,0.2857142857142857,0.4,0.3333333333333333,0.25,0.325,0.4053784206408806,0.5714285714285714,0.4,0.47058823529411764,0.25,0.3986111111111111,0.6166910892597252,1.0,0.35,0.5185185185185185,0.25,0.40867922926746447
6113879938573233819,Who has the highest number of likes on instagram?,recursive_512_64,0,419888,0.09090909090909091,0.14161272164368138,0.29588581222387944,0.2,0.6666666666666666,0.30769230769230765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29588581222387944,0.6666666666666666,0.2,0.30769230769230765,0.09090909090909091,0.14161272164368138
-3857791602197870808,Who becomes chief of police on the closer?,recursive_512_64,0,419888,1.0,1.0,0.3903800499921017,0.05,0.25,0.08333333333333334,1.0,0.25,1.0,0.4,1.0,1.0,0.46927872602275644,0.25,0.3333333333333333,0.28571428571428575,1.0,1.0,0.3903800499921017,0.25,0.2,0.22222222222222224,1.0,1.0,0.3903800499921017,0.25,0.1,0.14285714285714288,1.0,1.0,0.3903800499921017,0.25,0.05,0.08333333333333334,1.0,1.0
-6102374678194889758,List of highest runs in champion trophy 2017?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2714015286907845703,Who is clara on when calls the heart?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-876253858162782258,Most amount of points scored in an nba game?,recursive_512_64,0,419888,0.16666666666666666,0.3354922573317827,0.9501560681172461,0.45,2.25,0.7499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39233405721184117,0.75,0.3,0.4285714285714285,0.16666666666666666,0.27579365079365076,0.9501560681172461,2.25,0.45,0.7499999999999999,0.16666666666666666,0.3354922573317827
-8489723227411518336,Who wrote the assyrian came down like a wolf on the fold?,recursive_512_64,0,419888,1.0,0.75,1.414436999553344,0.2,2.0,0.36363636363636365,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,1.2371977127692964,1.5,0.6,0.857142857142857,1.0,0.8666666666666667,1.414436999553344,2.0,0.4,0.6666666666666667,1.0,0.75,1.414436999553344,2.0,0.2,0.36363636363636365,1.0,0.75
3808058542574693217,How many variations of power rangers are there?,recursive_512_64,0,419888,1.0,0.4414011437908496,1.7691639284817335,0.4,4.0,0.7272727272727273,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6131471927654584,0.5,0.3333333333333333,0.4,1.0,1.0,0.6131471927654584,0.5,0.2,0.28571428571428575,1.0,1.0,1.0087939163676702,1.5,0.3,0.49999999999999994,1.0,0.5444444444444444,1.7691639284817335,4.0,0.4,0.7272727272727273,1.0,0.4414011437908496
-7249252321180320967,When was the last burning at the stake in england?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4440863336369184746,Who had most of asia in its sphere of interest after the treaty of saragossa?,recursive_512_64,0,419888,1.0,0.49074074074074076,0.6133917389836392,0.15,0.75,0.24999999999999997,1.0,0.25,1.0,0.4,1.0,1.0,0.46927872602275644,0.25,0.3333333333333333,0.28571428571428575,1.0,1.0,0.3903800499921017,0.25,0.2,0.22222222222222224,1.0,1.0,0.5078961547485289,0.5,0.2,0.28571428571428575,1.0,0.6111111111111112,0.6133917389836392,0.75,0.15,0.24999999999999997,1.0,0.49074074074074076
-4555140994124022586,When was the first altar built in the bible?,recursive_512_64,0,419888,1.0,1.0,0.6131471927654584,0.05,0.5,0.09090909090909091,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6131471927654584,0.5,0.3333333333333333,0.4,1.0,1.0,0.6131471927654584,0.5,0.2,0.28571428571428575,1.0,1.0,0.6131471927654584,0.5,0.1,0.16666666666666669,1.0,1.0,0.6131471927654584,0.5,0.05,0.09090909090909091,1.0,1.0
7344113401182381737,Who won the 3 point contest last year?,recursive_512_64,0,419888,1.0,0.7805215617715617,0.860854741484735,0.4,0.8888888888888888,0.5517241379310346,1.0,0.1111111111111111,1.0,0.19999999999999998,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.8687949224876582,0.4444444444444444,0.8,0.5714285714285714,1.0,1.0,0.670037563822468,0.5555555555555556,0.5,0.5263157894736842,1.0,0.9,0.860854741484735,0.8888888888888888,0.4,0.5517241379310346,1.0,0.7805215617715617
3579305903070298684,When did the 12 valve cummins come out?,recursive_512_64,0,419888,0.16666666666666666,0.2876893939393939,1.0544533187782599,0.3,3.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5890731272194828,1.5,0.3,0.49999999999999994,0.16666666666666666,0.23888888888888885,1.0544533187782599,3.0,0.3,0.5454545454545454,0.16666666666666666,0.2876893939393939
8920677267202726172,When was the last time miami won in foxboro?,recursive_512_64,0,419888,1.0,0.7021221136651757,1.4702169643961873,0.55,2.2,0.8800000000000001,1.0,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,0.8687949224876582,0.8,0.8,0.8000000000000002,1.0,1.0,0.8687949224876582,0.8,0.4,0.5333333333333333,1.0,1.0,1.4702169643961873,2.2,0.55,0.8800000000000001,1.0,0.7021221136651757
-7430688674816652098,Who recorded this guys in love with you?,recursive_512_64,0,419888,1.0,0.875,0.7402849195166222,0.2,0.6666666666666666,0.30769230769230765,1.0,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.7227265726449519,0.5,0.6,0.5454545454545454,1.0,1.0,0.7402849195166222,0.6666666666666666,0.4,0.5,1.0,0.875,0.7402849195166222,0.6666666666666666,0.2,0.30769230769230765,1.0,0.875
-5077669686985410335,Who hit the last home run at three rivers stadium?,recursive_512_64,0,419888,0.3333333333333333,0.36666666666666664,0.9135767715045974,0.2,2.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.3065735963827292,0.5,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.5706417189553201,1.0,0.4,0.5714285714285715,0.3333333333333333,0.41666666666666663,0.7478810057393678,1.5,0.3,0.49999999999999994,0.3333333333333333,0.37777777777777777,0.9135767715045974,2.0,0.2,0.36363636363636365,0.3333333333333333,0.36666666666666664
1563058980825104994,Who won the first nascar race at indy?,recursive_512_64,0,419888,0.5,0.3870286576168929,1.143579792342319,0.25,2.5,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.38685280723454163,0.5,0.3333333333333333,0.4,0.5,0.5,0.6509209298071326,1.0,0.4,0.5714285714285715,0.5,0.5,0.8354966265867008,1.5,0.3,0.49999999999999994,0.5,0.4444444444444444,1.143579792342319,2.5,0.25,0.45454545454545453,0.5,0.3870286576168929
6023324052929614087,Who has the best winning percentage in nfl history?,recursive_512_64,0,419888,1.0,0.5691609977324262,0.6342392934077393,0.35,0.7,0.4666666666666667,1.0,0.1,1.0,0.18181818181818182,1.0,1.0,0.46927872602275644,0.1,0.3333333333333333,0.15384615384615383,1.0,1.0,0.4703652827859579,0.2,0.4,0.26666666666666666,1.0,0.7,0.5779050396291792,0.6,0.6,0.6,1.0,0.5806878306878306,0.6342392934077393,0.7,0.35,0.4666666666666667,1.0,0.5691609977324262
-3562941926415682447,You're gonna miss me when i'm gone with cups?,recursive_512_64,0,419888,1.0,0.7696871310507675,2.0691240221060623,0.55,3.6666666666666665,0.9565217391304347,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.1490097760265219,1.3333333333333333,0.8,1.0,1.0,0.8875,1.5739696778017314,2.3333333333333335,0.7,1.0769230769230769,1.0,0.7916666666666667,2.0691240221060623,3.6666666666666665,0.55,0.9565217391304347,1.0,0.7696871310507675
-6812944997095026577,Who built the first zero turn lawn mower?,recursive_512_64,0,419888,1.0,1.0,0.46927872602275644,0.05,0.3333333333333333,0.08695652173913045,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.46927872602275644,0.3333333333333333,0.2,0.25,1.0,1.0,0.46927872602275644,0.3333333333333333,0.1,0.15384615384615383,1.0,1.0,0.46927872602275644,0.3333333333333333,0.05,0.08695652173913045,1.0,1.0
5947334106839868987,Who won survivor heroes vs healers vs hustlers?,recursive_512_64,0,419888,1.0,0.9104874904507256,1.6865855332407593,0.6,2.4,0.96,1.0,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3408578368246302,1.6,0.8,1.0666666666666667,1.0,1.0,1.6865855332407593,2.4,0.6,0.96,1.0,0.9104874904507256
-8985420883431850269,Number of movies released in india every year?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-629735412357919761,Who shot rick's son in the walking dead?,recursive_512_64,0,419888,1.0,0.9332040690445352,2.1158949701505705,0.85,3.4,1.3599999999999999,1.0,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4388971226559872,1.8,0.9,1.2,1.0,0.9888888888888889,2.1158949701505705,3.4,0.85,1.3599999999999999,1.0,0.9332040690445352
1788376579913394563,Who used the word psychology for the first time?,recursive_512_64,0,419888,0.1111111111111111,0.1111111111111111,0.06625422345438903,0.05,0.1,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06625422345438903,0.1,0.1,0.10000000000000002,0.1111111111111111,0.1111111111111111,0.06625422345438903,0.1,0.05,0.06666666666666667,0.1111111111111111,0.1111111111111111
8643312430506346423,Who threw the overalls in mistress murphy's chowder?,recursive_512_64,0,419888,1.0,1.0,0.6131471927654584,0.05,0.5,0.09090909090909091,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6131471927654584,0.5,0.3333333333333333,0.4,1.0,1.0,0.6131471927654584,0.5,0.2,0.28571428571428575,1.0,1.0,0.6131471927654584,0.5,0.1,0.16666666666666669,1.0,1.0,0.6131471927654584,0.5,0.05,0.09090909090909091,1.0,1.0
-6595933575843520860,Who's winning the alabama clemson football game?,recursive_512_64,0,419888,1.0,1.0,4.316720794691817,1.0,10.0,1.8181818181818181,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.3065735963827294,1.5,1.0,1.2,1.0,1.0,1.8078394317246163,2.5,1.0,1.4285714285714286,1.0,1.0,2.7858706533121533,5.0,1.0,1.6666666666666667,1.0,1.0,4.316720794691817,10.0,1.0,1.8181818181818181,1.0,1.0
-1850565398832307454,What profile has the most followers on instagram?,recursive_512_64,0,419888,0.058823529411764705,0.1319573443412453,0.572844930779876,0.2,2.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572844930779876,2.0,0.2,0.36363636363636365,0.058823529411764705,0.1319573443412453
5020412065827011434,Who was eliminated on the voice december 12 2017?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2421616108468028515,Who was the chairman of the opening and closing ceremonies at the 1960 winter olympics?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7557360761999870489,Who has won the most old firm games?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5498835325048231687,Who won the ladies roar of the rings?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8004203303826747554,Who played in the 1998 afl grand final?,recursive_512_64,0,419888,1.0,0.9769472117655509,1.4833681764495303,0.85,1.8888888888888888,1.1724137931034482,1.0,0.1111111111111111,1.0,0.19999999999999998,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.5555555555555556,1.0,0.7142857142857143,1.0,1.0,1.0679434009182907,1.1111111111111112,1.0,1.0526315789473684,1.0,1.0,1.4833681764495303,1.8888888888888888,0.85,1.1724137931034482,1.0,0.9769472117655509
4706336055008623881,When was the first government formed in the world?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3567115157858987177,When does melinda tell sam she's jim?,recursive_512_64,0,419888,0.2,0.3206349206349206,0.5051284895111403,0.15,1.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18154179253735267,0.3333333333333333,0.2,0.25,0.2,0.2,0.5051284895111403,1.0,0.3,0.4615384615384615,0.2,0.3206349206349206,0.5051284895111403,1.0,0.15,0.2608695652173913,0.2,0.3206349206349206
1582283260958361854,Who led investigation into the legality of apple’s accounting practices during the 2000s?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7186473871494873250,Who has the best head to head record against serena williams?,recursive_512_64,0,419888,0.25,0.2380952380952381,0.47026395778153146,0.15,1.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20210734650054757,0.3333333333333333,0.2,0.25,0.25,0.25,0.3501483019834802,0.6666666666666666,0.2,0.30769230769230765,0.25,0.25,0.47026395778153146,1.0,0.15,0.2608695652173913,0.25,0.2380952380952381
6939106340769221477,Recruited alex rogan video gamer to save the galaxy in the last starfighter?,recursive_512_64,0,419888,0.5,0.5833333333333333,0.6934264036172708,0.1,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.6934264036172708,1.0,0.6666666666666666,0.8,0.5,0.5833333333333333,0.6934264036172708,1.0,0.4,0.5714285714285715,0.5,0.5833333333333333,0.6934264036172708,1.0,0.2,0.33333333333333337,0.5,0.5833333333333333,0.6934264036172708,1.0,0.1,0.18181818181818182,0.5,0.5833333333333333
